transcript_id	gene_id	gene_name
ENSSSCT00000009990	ENSSSCG00000009123	CAMK2D
ENSSSCT00000070379	ENSSSCG00000009123	CAMK2D
ENSSSCT00000073383	ENSSSCG00000009123	CAMK2D
ENSSSCT00000087473	ENSSSCG00000009123	CAMK2D
ENSSSCT00000088894	ENSSSCG00000009123	CAMK2D
ENSSSCT00000099678	ENSSSCG00000009125	ANK2
ENSSSCT00000078836	ENSSSCG00000009125	ANK2
ENSSSCT00000107790	ENSSSCG00000009125	ANK2
ENSSSCT00000040372	ENSSSCG00000009125	ANK2
ENSSSCT00000097747	ENSSSCG00000009125	ANK2
ENSSSCT00000103704	ENSSSCG00000063375	ENSSSCG00000063375
ENSSSCT00000100956	ENSSSCG00000061924	ENSSSCG00000061924
ENSSSCT00000103099	ENSSSCG00000059993	ENSSSCG00000059993
ENSSSCT00000066477	ENSSSCG00000047653	ENSSSCG00000047653
ENSSSCT00000091935	ENSSSCG00000056445	ENSSSCG00000056445
ENSSSCT00000105973	ENSSSCG00000057698	ENSSSCG00000057698
ENSSSCT00000102161	ENSSSCG00000060773	ENSSSCG00000060773
ENSSSCT00000078102	ENSSSCG00000023273	SH3YL1
ENSSSCT00000061021	ENSSSCG00000023273	SH3YL1
ENSSSCT00000068268	ENSSSCG00000023273	SH3YL1
ENSSSCT00000094607	ENSSSCG00000053285	FAM110C
ENSSSCT00000047546	ENSSSCG00000036008	TACR1
ENSSSCT00000057837	ENSSSCG00000038307	POLE4
ENSSSCT00000009047	ENSSSCG00000008261	HK2
ENSSSCT00000024482	ENSSSCG00000022842	ENSSSCG00000022842
ENSSSCT00000009044	ENSSSCG00000056535	ENSSSCG00000056535
ENSSSCT00000053658	ENSSSCG00000008309	SPR
ENSSSCT00000050419	ENSSSCG00000036942	ENSSSCG00000036942
ENSSSCT00000057848	ENSSSCG00000008310	EXOC6B
ENSSSCT00000032116	ENSSSCG00000008310	EXOC6B
ENSSSCT00000073802	ENSSSCG00000048602	ENSSSCG00000048602
ENSSSCT00000089055	ENSSSCG00000047106	ENSSSCG00000047106
ENSSSCT00000058428	ENSSSCG00000008311	CYP26B1
ENSSSCT00000009102	ENSSSCG00000008311	CYP26B1
ENSSSCT00000063900	ENSSSCG00000008262	SEMA4F
ENSSSCT00000055834	ENSSSCG00000008262	SEMA4F
ENSSSCT00000009048	ENSSSCG00000008262	SEMA4F
ENSSSCT00000034539	ENSSSCG00000031177	ENSSSCG00000031177
ENSSSCT00000036627	ENSSSCG00000031177	ENSSSCG00000031177
ENSSSCT00000042030	ENSSSCG00000008250	CTNNA2
ENSSSCT00000025495	ENSSSCG00000023859	LRRTM1
ENSSSCT00000106320	ENSSSCG00000061603	ENSSSCG00000061603
ENSSSCT00000009045	ENSSSCG00000008259	LRRTM4
ENSSSCT00000047761	ENSSSCG00000008259	LRRTM4
ENSSSCT00000031635	ENSSSCG00000021287	GCFC2
ENSSSCT00000071708	ENSSSCG00000021007	MRPL19
ENSSSCT00000023158	ENSSSCG00000021007	MRPL19
ENSSSCT00000050083	ENSSSCG00000035958	EVA1A
ENSSSCT00000039996	ENSSSCG00000035958	EVA1A
ENSSSCT00000098809	ENSSSCG00000062275	ENSSSCG00000062275
ENSSSCT00000070906	ENSSSCG00000008263	ENSSSCG00000008263
ENSSSCT00000009049	ENSSSCG00000008263	ENSSSCG00000008263
ENSSSCT00000009051	ENSSSCG00000008265	DOK1
ENSSSCT00000081779	ENSSSCG00000008266	LOXL3
ENSSSCT00000009052	ENSSSCG00000008266	LOXL3
ENSSSCT00000079777	ENSSSCG00000008266	LOXL3
ENSSSCT00000091178	ENSSSCG00000008266	LOXL3
ENSSSCT00000088242	ENSSSCG00000008266	LOXL3
ENSSSCT00000089474	ENSSSCG00000039882	HTRA2
ENSSSCT00000046897	ENSSSCG00000039882	HTRA2
ENSSSCT00000069067	ENSSSCG00000008268	AUP1
ENSSSCT00000046871	ENSSSCG00000008268	AUP1
ENSSSCT00000009054	ENSSSCG00000008268	AUP1
ENSSSCT00000026262	ENSSSCG00000022614	DQX1
ENSSSCT00000031551	ENSSSCG00000022499	TLX2
ENSSSCT00000009065	ENSSSCG00000033366	ENSSSCG00000033366
ENSSSCT00000009066	ENSSSCG00000008278	LBX2
ENSSSCT00000074137	ENSSSCG00000008275	TTC31
ENSSSCT00000060280	ENSSSCG00000008275	TTC31
ENSSSCT00000009063	ENSSSCG00000008275	TTC31
ENSSSCT00000009056	ENSSSCG00000008270	CCDC142
ENSSSCT00000089075	ENSSSCG00000057727	ENSSSCG00000057727
ENSSSCT00000009057	ENSSSCG00000022786	MOGS
ENSSSCT00000038038	ENSSSCG00000022786	MOGS
ENSSSCT00000042791	ENSSSCG00000035061	WBP1
ENSSSCT00000040498	ENSSSCG00000035061	WBP1
ENSSSCT00000009076	ENSSSCG00000008287	INO80B
ENSSSCT00000009070	ENSSSCG00000008281	RTKN
ENSSSCT00000100879	ENSSSCG00000008281	RTKN
ENSSSCT00000028345	ENSSSCG00000008281	RTKN
ENSSSCT00000037875	ENSSSCG00000008281	RTKN
ENSSSCT00000087866	ENSSSCG00000008281	RTKN
ENSSSCT00000086902	ENSSSCG00000008281	RTKN
ENSSSCT00000054402	ENSSSCG00000008281	RTKN
ENSSSCT00000055980	ENSSSCG00000008281	RTKN
ENSSSCT00000037610	ENSSSCG00000027320	SLC4A5
ENSSSCT00000024556	ENSSSCG00000027320	SLC4A5
ENSSSCT00000092136	ENSSSCG00000027320	SLC4A5
ENSSSCT00000044203	ENSSSCG00000027320	SLC4A5
ENSSSCT00000078235	ENSSSCG00000027320	SLC4A5
ENSSSCT00000101227	ENSSSCG00000027320	SLC4A5
ENSSSCT00000080005	ENSSSCG00000027320	SLC4A5
ENSSSCT00000086465	ENSSSCG00000027320	SLC4A5
ENSSSCT00000009248	ENSSSCG00000008446	SIX2
ENSSSCT00000038965	ENSSSCG00000039283	SIX3
ENSSSCT00000057213	ENSSSCG00000029593	FOXN2
ENSSSCT00000067829	ENSSSCG00000029485	FBXO11
ENSSSCT00000028062	ENSSSCG00000029485	FBXO11
ENSSSCT00000077552	ENSSSCG00000020931	MSH6
ENSSSCT00000049042	ENSSSCG00000020931	MSH6
ENSSSCT00000028757	ENSSSCG00000020931	MSH6
ENSSSCT00000028816	ENSSSCG00000020931	MSH6
ENSSSCT00000092055	ENSSSCG00000062991	KCNK12
ENSSSCT00000009229	ENSSSCG00000008428	MSH2
ENSSSCT00000054599	ENSSSCG00000008428	MSH2
ENSSSCT00000009231	ENSSSCG00000008428	MSH2
ENSSSCT00000099823	ENSSSCG00000052201	ENSSSCG00000052201
ENSSSCT00000084020	ENSSSCG00000008429	EPCAM
ENSSSCT00000103097	ENSSSCG00000008429	EPCAM
ENSSSCT00000106306	ENSSSCG00000008429	EPCAM
ENSSSCT00000067581	ENSSSCG00000008429	EPCAM
ENSSSCT00000061463	ENSSSCG00000008429	EPCAM
ENSSSCT00000009230	ENSSSCG00000008429	EPCAM
ENSSSCT00000071100	ENSSSCG00000008447	CAMKMT
ENSSSCT00000009249	ENSSSCG00000008447	CAMKMT
ENSSSCT00000009071	ENSSSCG00000008282	WDR54
ENSSSCT00000028576	ENSSSCG00000008282	WDR54
ENSSSCT00000031125	ENSSSCG00000023156	C2orf81
ENSSSCT00000009250	ENSSSCG00000008448	PREPL
ENSSSCT00000050817	ENSSSCG00000008448	PREPL
ENSSSCT00000044527	ENSSSCG00000008448	PREPL
ENSSSCT00000009073	ENSSSCG00000008284	ENSSSCG00000008284
ENSSSCT00000009251	ENSSSCG00000008449	SLC3A1
ENSSSCT00000071035	ENSSSCG00000008449	SLC3A1
ENSSSCT00000044067	ENSSSCG00000008274	DCTN1
ENSSSCT00000087632	ENSSSCG00000008274	DCTN1
ENSSSCT00000042888	ENSSSCG00000008274	DCTN1
ENSSSCT00000009061	ENSSSCG00000008274	DCTN1
ENSSSCT00000070558	ENSSSCG00000008274	DCTN1
ENSSSCT00000080412	ENSSSCG00000008274	DCTN1
ENSSSCT00000040018	ENSSSCG00000008274	DCTN1
ENSSSCT00000054891	ENSSSCG00000008274	DCTN1
ENSSSCT00000098990	ENSSSCG00000008451	PPM1B
ENSSSCT00000009253	ENSSSCG00000008451	PPM1B
ENSSSCT00000084914	ENSSSCG00000008451	PPM1B
ENSSSCT00000072554	ENSSSCG00000008451	PPM1B
ENSSSCT00000064821	ENSSSCG00000008456	PLEKHH2
ENSSSCT00000032161	ENSSSCG00000008456	PLEKHH2
ENSSSCT00000009078	ENSSSCG00000008289	MTHFD2
ENSSSCT00000049746	ENSSSCG00000032888	ENSSSCG00000032888
ENSSSCT00000041358	ENSSSCG00000039221	MOB1A
ENSSSCT00000061382	ENSSSCG00000040854	ENSSSCG00000040854
ENSSSCT00000085023	ENSSSCG00000040854	ENSSSCG00000040854
ENSSSCT00000032182	ENSSSCG00000008452	LRPPRC
ENSSSCT00000093219	ENSSSCG00000008452	LRPPRC
ENSSSCT00000009254	ENSSSCG00000008452	LRPPRC
ENSSSCT00000094216	ENSSSCG00000008452	LRPPRC
ENSSSCT00000105000	ENSSSCG00000008452	LRPPRC
ENSSSCT00000009081	ENSSSCG00000008292	TET3
ENSSSCT00000009082	ENSSSCG00000008293	DGUOK
ENSSSCT00000080705	ENSSSCG00000008293	DGUOK
ENSSSCT00000076210	ENSSSCG00000008294	ACTG2
ENSSSCT00000064546	ENSSSCG00000008294	ACTG2
ENSSSCT00000052319	ENSSSCG00000008294	ACTG2
ENSSSCT00000053043	ENSSSCG00000008294	ACTG2
ENSSSCT00000095501	ENSSSCG00000008294	ACTG2
ENSSSCT00000105034	ENSSSCG00000008294	ACTG2
ENSSSCT00000009083	ENSSSCG00000008294	ACTG2
ENSSSCT00000068159	ENSSSCG00000008294	ACTG2
ENSSSCT00000079845	ENSSSCG00000008294	ACTG2
ENSSSCT00000075630	ENSSSCG00000008294	ACTG2
ENSSSCT00000009261	ENSSSCG00000008459	ENSSSCG00000008459
ENSSSCT00000085136	ENSSSCG00000038549	ZFP36L2
ENSSSCT00000042486	ENSSSCG00000038549	ZFP36L2
ENSSSCT00000060035	ENSSSCG00000038660	HAAO
ENSSSCT00000024310	ENSSSCG00000008464	MTA3
ENSSSCT00000009267	ENSSSCG00000008465	KCNG3
ENSSSCT00000076159	ENSSSCG00000008466	COX7A2L
ENSSSCT00000045711	ENSSSCG00000008466	COX7A2L
ENSSSCT00000106888	ENSSSCG00000008466	COX7A2L
ENSSSCT00000009234	ENSSSCG00000008433	CALM2
ENSSSCT00000062446	ENSSSCG00000008433	CALM2
ENSSSCT00000091571	ENSSSCG00000008467	EML4
ENSSSCT00000009269	ENSSSCG00000008467	EML4
ENSSSCT00000047843	ENSSSCG00000008467	EML4
ENSSSCT00000043652	ENSSSCG00000008467	EML4
ENSSSCT00000094330	ENSSSCG00000008467	EML4
ENSSSCT00000098211	ENSSSCG00000008467	EML4
ENSSSCT00000070377	ENSSSCG00000008300	STAMBP
ENSSSCT00000009091	ENSSSCG00000008300	STAMBP
ENSSSCT00000099088	ENSSSCG00000008300	STAMBP
ENSSSCT00000058744	ENSSSCG00000008300	STAMBP
ENSSSCT00000009090	ENSSSCG00000008299	ENSSSCG00000008299
ENSSSCT00000060604	ENSSSCG00000038396	ENSSSCG00000038396
ENSSSCT00000073293	ENSSSCG00000008434	TTC7A
ENSSSCT00000059958	ENSSSCG00000008434	TTC7A
ENSSSCT00000036998	ENSSSCG00000008298	DUSP11
ENSSSCT00000028543	ENSSSCG00000021325	MCFD2
ENSSSCT00000035262	ENSSSCG00000021325	MCFD2
ENSSSCT00000076354	ENSSSCG00000008297	TPRKB
ENSSSCT00000050839	ENSSSCG00000008297	TPRKB
ENSSSCT00000009086	ENSSSCG00000008297	TPRKB
ENSSSCT00000083094	ENSSSCG00000008437	SOCS5
ENSSSCT00000009238	ENSSSCG00000008437	SOCS5
ENSSSCT00000060362	ENSSSCG00000008437	SOCS5
ENSSSCT00000074112	ENSSSCG00000008437	SOCS5
ENSSSCT00000074569	ENSSSCG00000008437	SOCS5
ENSSSCT00000081750	ENSSSCG00000008437	SOCS5
ENSSSCT00000042101	ENSSSCG00000021579	ENSSSCG00000021579
ENSSSCT00000042211	ENSSSCG00000037977	ALMS1
ENSSSCT00000042837	ENSSSCG00000037977	ALMS1
ENSSSCT00000054590	ENSSSCG00000037977	ALMS1
ENSSSCT00000026747	ENSSSCG00000037977	ALMS1
ENSSSCT00000064085	ENSSSCG00000037977	ALMS1
ENSSSCT00000090809	ENSSSCG00000049471	ENSSSCG00000049471
ENSSSCT00000089253	ENSSSCG00000042474	ENSSSCG00000042474
ENSSSCT00000087354	ENSSSCG00000008440	PIGF
ENSSSCT00000009241	ENSSSCG00000008440	PIGF
ENSSSCT00000069275	ENSSSCG00000008453	ABCG8
ENSSSCT00000009255	ENSSSCG00000008453	ABCG8
ENSSSCT00000095920	ENSSSCG00000060151	EGR4
ENSSSCT00000087543	ENSSSCG00000045356	ENSSSCG00000045356
ENSSSCT00000065842	ENSSSCG00000008302	FBXO41
ENSSSCT00000009093	ENSSSCG00000008302	FBXO41
ENSSSCT00000065041	ENSSSCG00000031261	RHOQ
ENSSSCT00000061014	ENSSSCG00000035912	ABCG5
ENSSSCT00000083759	ENSSSCG00000008443	EPAS1
ENSSSCT00000009245	ENSSSCG00000008443	EPAS1
ENSSSCT00000101906	ENSSSCG00000008303	CCT7
ENSSSCT00000077257	ENSSSCG00000008303	CCT7
ENSSSCT00000088144	ENSSSCG00000008303	CCT7
ENSSSCT00000055849	ENSSSCG00000008303	CCT7
ENSSSCT00000074875	ENSSSCG00000008303	CCT7
ENSSSCT00000009094	ENSSSCG00000008303	CCT7
ENSSSCT00000103025	ENSSSCG00000008303	CCT7
ENSSSCT00000091151	ENSSSCG00000038383	DYNC2LI1
ENSSSCT00000066504	ENSSSCG00000038383	DYNC2LI1
ENSSSCT00000065558	ENSSSCG00000038383	DYNC2LI1
ENSSSCT00000056975	ENSSSCG00000038383	DYNC2LI1
ENSSSCT00000059011	ENSSSCG00000008444	PRKCE
ENSSSCT00000009246	ENSSSCG00000008444	PRKCE
ENSSSCT00000095746	ENSSSCG00000008445	SRBD1
ENSSSCT00000044314	ENSSSCG00000008445	SRBD1
ENSSSCT00000009247	ENSSSCG00000008445	SRBD1
ENSSSCT00000046422	ENSSSCG00000008445	SRBD1
ENSSSCT00000009095	ENSSSCG00000008304	PRADC1
ENSSSCT00000009097	ENSSSCG00000059555	NOTO
ENSSSCT00000056076	ENSSSCG00000037751	OTOF
ENSSSCT00000055072	ENSSSCG00000037751	OTOF
ENSSSCT00000070407	ENSSSCG00000047564	ENSSSCG00000047564
ENSSSCT00000028854	ENSSSCG00000022162	RAB11FIP5
ENSSSCT00000073032	ENSSSCG00000022162	RAB11FIP5
ENSSSCT00000009270	ENSSSCG00000008468	PKDCC
ENSSSCT00000105597	ENSSSCG00000036418	SLC8A1
ENSSSCT00000064033	ENSSSCG00000036418	SLC8A1
ENSSSCT00000047281	ENSSSCG00000036418	SLC8A1
ENSSSCT00000058849	ENSSSCG00000036418	SLC8A1
ENSSSCT00000103368	ENSSSCG00000008307	SFXN5
ENSSSCT00000067146	ENSSSCG00000008307	SFXN5
ENSSSCT00000068615	ENSSSCG00000008307	SFXN5
ENSSSCT00000082588	ENSSSCG00000008307	SFXN5
ENSSSCT00000009098	ENSSSCG00000008307	SFXN5
ENSSSCT00000072901	ENSSSCG00000008307	SFXN5
ENSSSCT00000055325	ENSSSCG00000008601	SDC1
ENSSSCT00000033465	ENSSSCG00000008601	SDC1
ENSSSCT00000089271	ENSSSCG00000043781	RHOB
ENSSSCT00000099395	ENSSSCG00000008619	DDX1
ENSSSCT00000009430	ENSSSCG00000008619	DDX1
ENSSSCT00000092207	ENSSSCG00000008619	DDX1
ENSSSCT00000087068	ENSSSCG00000008470	THUMPD2
ENSSSCT00000052081	ENSSSCG00000008470	THUMPD2
ENSSSCT00000072125	ENSSSCG00000008470	THUMPD2
ENSSSCT00000039948	ENSSSCG00000008470	THUMPD2
ENSSSCT00000062890	ENSSSCG00000008470	THUMPD2
ENSSSCT00000026462	ENSSSCG00000024293	TMEM178A
ENSSSCT00000009276	ENSSSCG00000008474	ENSSSCG00000008474
ENSSSCT00000052650	ENSSSCG00000008475	MAP4K3
ENSSSCT00000062184	ENSSSCG00000008475	MAP4K3
ENSSSCT00000054876	ENSSSCG00000008475	MAP4K3
ENSSSCT00000038995	ENSSSCG00000008475	MAP4K3
ENSSSCT00000032500	ENSSSCG00000021155	ENSSSCG00000021155
ENSSSCT00000040192	ENSSSCG00000033084	ENSSSCG00000033084
ENSSSCT00000009429	ENSSSCG00000008618	MYCN
ENSSSCT00000009410	ENSSSCG00000008599	ENSSSCG00000008599
ENSSSCT00000009099	ENSSSCG00000008308	EMX1
ENSSSCT00000093480	ENSSSCG00000054581	ENSSSCG00000054581
ENSSSCT00000081251	ENSSSCG00000043403	ENSSSCG00000043403
ENSSSCT00000009279	ENSSSCG00000061556	CDKL4
ENSSSCT00000068589	ENSSSCG00000061556	CDKL4
ENSSSCT00000043465	ENSSSCG00000008600	PUM2
ENSSSCT00000061552	ENSSSCG00000008478	SOS1
ENSSSCT00000039269	ENSSSCG00000008478	SOS1
ENSSSCT00000070587	ENSSSCG00000022933	EFR3B
ENSSSCT00000025548	ENSSSCG00000022933	EFR3B
ENSSSCT00000069871	ENSSSCG00000008312	DYSF
ENSSSCT00000072137	ENSSSCG00000008312	DYSF
ENSSSCT00000078536	ENSSSCG00000008312	DYSF
ENSSSCT00000009103	ENSSSCG00000008312	DYSF
ENSSSCT00000083269	ENSSSCG00000008312	DYSF
ENSSSCT00000085827	ENSSSCG00000040621	ARHGEF33
ENSSSCT00000059367	ENSSSCG00000040621	ARHGEF33
ENSSSCT00000104776	ENSSSCG00000008617	CYRIA
ENSSSCT00000009428	ENSSSCG00000008617	CYRIA
ENSSSCT00000106251	ENSSSCG00000008568	DRC1
ENSSSCT00000093447	ENSSSCG00000008568	DRC1
ENSSSCT00000097584	ENSSSCG00000008568	DRC1
ENSSSCT00000101248	ENSSSCG00000008568	DRC1
ENSSSCT00000009374	ENSSSCG00000008568	DRC1
ENSSSCT00000081472	ENSSSCG00000008480	MORN2
ENSSSCT00000038153	ENSSSCG00000008480	MORN2
ENSSSCT00000009282	ENSSSCG00000008480	MORN2
ENSSSCT00000027140	ENSSSCG00000008479	DHX57
ENSSSCT00000045436	ENSSSCG00000008479	DHX57
ENSSSCT00000052559	ENSSSCG00000040588	ENSSSCG00000040588
ENSSSCT00000090229	ENSSSCG00000008482	GEMIN6
ENSSSCT00000065584	ENSSSCG00000008482	GEMIN6
ENSSSCT00000009285	ENSSSCG00000008483	ENSSSCG00000008483
ENSSSCT00000090657	ENSSSCG00000008484	SRSF7
ENSSSCT00000049410	ENSSSCG00000008484	SRSF7
ENSSSCT00000009286	ENSSSCG00000008484	SRSF7
ENSSSCT00000043058	ENSSSCG00000008484	SRSF7
ENSSSCT00000066917	ENSSSCG00000008486	GALM
ENSSSCT00000077149	ENSSSCG00000008486	GALM
ENSSSCT00000009288	ENSSSCG00000008486	GALM
ENSSSCT00000089154	ENSSSCG00000008486	GALM
ENSSSCT00000068895	ENSSSCG00000008486	GALM
ENSSSCT00000104271	ENSSSCG00000008621	NBAS
ENSSSCT00000009432	ENSSSCG00000008621	NBAS
ENSSSCT00000027413	ENSSSCG00000022708	ZNF638
ENSSSCT00000054625	ENSSSCG00000022708	ZNF638
ENSSSCT00000106554	ENSSSCG00000022708	ZNF638
ENSSSCT00000080084	ENSSSCG00000022708	ZNF638
ENSSSCT00000100766	ENSSSCG00000022708	ZNF638
ENSSSCT00000026994	ENSSSCG00000022708	ZNF638
ENSSSCT00000047685	ENSSSCG00000022708	ZNF638
ENSSSCT00000062246	ENSSSCG00000022708	ZNF638
ENSSSCT00000041940	ENSSSCG00000022708	ZNF638
ENSSSCT00000048841	ENSSSCG00000008485	ENSSSCG00000008485
ENSSSCT00000039604	ENSSSCG00000031905	KCNS3
ENSSSCT00000045776	ENSSSCG00000031905	KCNS3
ENSSSCT00000057519	ENSSSCG00000031905	KCNS3
ENSSSCT00000036701	ENSSSCG00000031905	KCNS3
ENSSSCT00000068339	ENSSSCG00000031905	KCNS3
ENSSSCT00000074023	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000048190	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000030162	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000065400	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000036773	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000059400	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000024049	ENSSSCG00000020878	HNRNPLL
ENSSSCT00000061502	ENSSSCG00000040752	ENSSSCG00000040752
ENSSSCT00000044071	ENSSSCG00000008613	GEN1
ENSSSCT00000052433	ENSSSCG00000008614	SMC6
ENSSSCT00000009425	ENSSSCG00000008614	SMC6
ENSSSCT00000093167	ENSSSCG00000008615	VSNL1
ENSSSCT00000009426	ENSSSCG00000008615	VSNL1
ENSSSCT00000057516	ENSSSCG00000038058	RAD51AP2
ENSSSCT00000029794	ENSSSCG00000008602	LAPTM4A
ENSSSCT00000074492	ENSSSCG00000038394	PAIP2B
ENSSSCT00000038053	ENSSSCG00000008316	NAGK
ENSSSCT00000055872	ENSSSCG00000008316	NAGK
ENSSSCT00000040559	ENSSSCG00000008316	NAGK
ENSSSCT00000009414	ENSSSCG00000008603	MATN3
ENSSSCT00000071410	ENSSSCG00000008603	MATN3
ENSSSCT00000040514	ENSSSCG00000008604	WDR35
ENSSSCT00000051533	ENSSSCG00000008604	WDR35
ENSSSCT00000009108	ENSSSCG00000008317	TEX261
ENSSSCT00000103327	ENSSSCG00000058412	ANKRD53
ENSSSCT00000097053	ENSSSCG00000058412	ANKRD53
ENSSSCT00000057671	ENSSSCG00000053616	TTC32
ENSSSCT00000095630	ENSSSCG00000053616	TTC32
ENSSSCT00000092797	ENSSSCG00000008314	ATP6V1B1
ENSSSCT00000009105	ENSSSCG00000008314	ATP6V1B1
ENSSSCT00000102934	ENSSSCG00000060496	OSR1
ENSSSCT00000103972	ENSSSCG00000008487	ATL2
ENSSSCT00000064076	ENSSSCG00000008487	ATL2
ENSSSCT00000043618	ENSSSCG00000008487	ATL2
ENSSSCT00000056071	ENSSSCG00000008487	ATL2
ENSSSCT00000041304	ENSSSCG00000008487	ATL2
ENSSSCT00000101228	ENSSSCG00000008607	NT5C1B
ENSSSCT00000009418	ENSSSCG00000008607	NT5C1B
ENSSSCT00000046563	ENSSSCG00000008607	NT5C1B
ENSSSCT00000009109	ENSSSCG00000008318	VAX2
ENSSSCT00000073207	ENSSSCG00000008319	CD207
ENSSSCT00000009110	ENSSSCG00000008319	CD207
ENSSSCT00000009419	ENSSSCG00000008608	RDH14
ENSSSCT00000023702	ENSSSCG00000030643	SELENOI
ENSSSCT00000066460	ENSSSCG00000042171	ENSSSCG00000042171
ENSSSCT00000102664	ENSSSCG00000052778	ENSSSCG00000052778
ENSSSCT00000090207	ENSSSCG00000043408	ENSSSCG00000043408
ENSSSCT00000099393	ENSSSCG00000059849	ENSSSCG00000059849
ENSSSCT00000096690	ENSSSCG00000058101	ENSSSCG00000058101
ENSSSCT00000091662	ENSSSCG00000055309	ENSSSCG00000055309
ENSSSCT00000096970	ENSSSCG00000062100	ENSSSCG00000062100
ENSSSCT00000096868	ENSSSCG00000060958	ENSSSCG00000060958
ENSSSCT00000028489	ENSSSCG00000008570	ADGRF3
ENSSSCT00000098320	ENSSSCG00000052499	ENSSSCG00000052499
ENSSSCT00000094171	ENSSSCG00000059300	ENSSSCG00000059300
ENSSSCT00000105356	ENSSSCG00000061217	ENSSSCG00000061217
ENSSSCT00000106237	ENSSSCG00000058433	ENSSSCG00000058433
ENSSSCT00000103161	ENSSSCG00000054372	ENSSSCG00000054372
ENSSSCT00000094393	ENSSSCG00000061100	ENSSSCG00000061100
ENSSSCT00000097015	ENSSSCG00000053233	ENSSSCG00000053233
ENSSSCT00000095158	ENSSSCG00000057400	ENSSSCG00000057400
ENSSSCT00000103479	ENSSSCG00000062683	ENSSSCG00000062683
ENSSSCT00000105461	ENSSSCG00000063362	ENSSSCG00000063362
ENSSSCT00000099904	ENSSSCG00000059855	ENSSSCG00000059855
ENSSSCT00000101159	ENSSSCG00000052382	ENSSSCG00000052382
ENSSSCT00000106216	ENSSSCG00000054808	ENSSSCG00000054808
ENSSSCT00000095893	ENSSSCG00000054904	ENSSSCG00000054904
ENSSSCT00000096622	ENSSSCG00000054413	ENSSSCG00000054413
ENSSSCT00000075410	ENSSSCG00000048001	ENSSSCG00000048001
ENSSSCT00000101688	ENSSSCG00000059093	ENSSSCG00000059093
ENSSSCT00000022384	ENSSSCG00000020772	U6
ENSSSCT00000043303	ENSSSCG00000036714	ENSSSCG00000036714
ENSSSCT00000074230	ENSSSCG00000008569	HADHB
ENSSSCT00000085100	ENSSSCG00000008569	HADHB
ENSSSCT00000072450	ENSSSCG00000008569	HADHB
ENSSSCT00000085697	ENSSSCG00000008569	HADHB
ENSSSCT00000042800	ENSSSCG00000008569	HADHB
ENSSSCT00000084284	ENSSSCG00000008569	HADHB
ENSSSCT00000089282	ENSSSCG00000008569	HADHB
ENSSSCT00000087254	ENSSSCG00000008569	HADHB
ENSSSCT00000009375	ENSSSCG00000008569	HADHB
ENSSSCT00000021114	ENSSSCG00000019519	U6
ENSSSCT00000105397	ENSSSCG00000057363	U6
ENSSSCT00000020696	ENSSSCG00000019101	U6
ENSSSCT00000098619	ENSSSCG00000052543	U6
ENSSSCT00000022808	ENSSSCG00000036252	U1
ENSSSCT00000025789	ENSSSCG00000024141	U6
ENSSSCT00000078261	ENSSSCG00000043815	U6
ENSSSCT00000034952	ENSSSCG00000037620	ENSSSCG00000037620
ENSSSCT00000009040	ENSSSCG00000062035	ENSSSCG00000062035
ENSSSCT00000053951	ENSSSCG00000008305	SMYD5
ENSSSCT00000070364	ENSSSCG00000008305	SMYD5
ENSSSCT00000066380	ENSSSCG00000008305	SMYD5
ENSSSCT00000052132	ENSSSCG00000033844	CYP1B1
ENSSSCT00000024186	ENSSSCG00000008488	ENSSSCG00000008488
ENSSSCT00000023872	ENSSSCG00000008488	ENSSSCG00000008488
ENSSSCT00000075725	ENSSSCG00000008488	ENSSSCG00000008488
ENSSSCT00000047362	ENSSSCG00000008488	ENSSSCG00000008488
ENSSSCT00000009290	ENSSSCG00000008488	ENSSSCG00000008488
ENSSSCT00000056945	ENSSSCG00000008488	ENSSSCG00000008488
ENSSSCT00000044489	ENSSSCG00000033644	ENSSSCG00000033644
ENSSSCT00000009377	ENSSSCG00000008571	HADHA
ENSSSCT00000069687	ENSSSCG00000008571	HADHA
ENSSSCT00000091553	ENSSSCG00000008571	HADHA
ENSSSCT00000093307	ENSSSCG00000058673	ENSSSCG00000058673
ENSSSCT00000009242	ENSSSCG00000008441	ATP6V1E2
ENSSSCT00000099375	ENSSSCG00000055182	ENSSSCG00000055182
ENSSSCT00000071008	ENSSSCG00000046007	ENSSSCG00000046007
ENSSSCT00000023730	ENSSSCG00000008572	GAREM2
ENSSSCT00000082284	ENSSSCG00000048793	ENSSSCG00000048793
ENSSSCT00000009379	ENSSSCG00000008573	RAB10
ENSSSCT00000066649	ENSSSCG00000008573	RAB10
ENSSSCT00000086403	ENSSSCG00000008573	RAB10
ENSSSCT00000009226	ENSSSCG00000008425	ENSSSCG00000008425
ENSSSCT00000096850	ENSSSCG00000056691	ENSSSCG00000056691
ENSSSCT00000051404	ENSSSCG00000008574	KIF3C
ENSSSCT00000078968	ENSSSCG00000049889	ENSSSCG00000049889
ENSSSCT00000062944	ENSSSCG00000008575	ASXL2
